size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 1024, 5, 175090.453125, 0.002436, 0.003000
5120, 1024, 5, 174341.484375, 0.002446, 0.003000
5120, 1024, 5, 174826.328125, 0.002439, 0.004000
5120, 1024, 5, 174973.218750, 0.002437, 0.005000
5120, 1024, 5, 174405.359375, 0.002445, 0.005000
5120, 1024, 5, 174961.734375, 0.002438, 0.005000
5120, 1024, 5, 174720.890625, 0.002441, 0.004000
5120, 1024, 5, 174138.750000, 0.002449, 0.004000
5120, 1024, 5, 174314.109375, 0.002447, 0.004000
5120, 1024, 5, 174759.843750, 0.002440, 0.004000
5120, 1024, 5, 174113.718750, 0.002449, 0.004000
5120, 1024, 5, 174362.015625, 0.002446, 0.004000
5120, 1024, 5, 174245.750000, 0.002448, 0.004000
5120, 1024, 5, 174163.765625, 0.002449, 0.004000
5120, 1024, 5, 174129.640625, 0.002449, 0.004000
5120, 1024, 5, 174138.750000, 0.002449, 0.003000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174828.609375, 0.002439, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.003000
5120, 1024, 5, 174295.875000, 0.002447, 0.003000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174936.468750, 0.002438, 0.004000
5120, 1024, 5, 174382.546875, 0.002446, 0.003000
5120, 1024, 5, 174789.640625, 0.002440, 0.004000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174872.203125, 0.002439, 0.003000
5120, 1024, 5, 174377.968750, 0.002446, 0.004000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174785.046875, 0.002440, 0.003000
5120, 1024, 5, 174225.234375, 0.002448, 0.004000
5120, 1024, 5, 174663.656250, 0.002442, 0.004000
5120, 1024, 5, 174872.203125, 0.002439, 0.004000
5120, 1024, 5, 174113.718750, 0.002449, 0.003000
5120, 1024, 5, 175000.781250, 0.002437, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174796.515625, 0.002440, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174118.265625, 0.002449, 0.004000
5120, 1024, 5, 174250.296875, 0.002447, 0.004000
5120, 1024, 5, 174688.828125, 0.002441, 0.004000
5120, 1024, 5, 154491.453125, 0.002761, 0.004000
5120, 1024, 5, 174819.453125, 0.002440, 0.004000
5120, 1024, 5, 174179.718750, 0.002448, 0.004000
5120, 1024, 5, 174252.593750, 0.002447, 0.004000
5120, 1024, 5, 174393.953125, 0.002445, 0.004000
5120, 1024, 5, 174863.031250, 0.002439, 0.003000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174380.265625, 0.002446, 0.003000
5120, 1024, 5, 174263.984375, 0.002447, 0.003000
5120, 1024, 5, 174734.640625, 0.002441, 0.004000
5120, 1024, 5, 174250.296875, 0.002447, 0.004000
5120, 1024, 5, 174934.171875, 0.002438, 0.004000
5120, 1024, 5, 174709.437500, 0.002441, 0.004000
5120, 1024, 5, 175009.984375, 0.002437, 0.003000
5120, 1024, 5, 174697.984375, 0.002441, 0.003000
5120, 1024, 5, 174709.437500, 0.002441, 0.003000
5120, 1024, 5, 174131.906250, 0.002449, 0.004000
5120, 1024, 5, 173925.109375, 0.002452, 0.004000
5120, 1024, 5, 174248.031250, 0.002448, 0.004000
5120, 1024, 5, 174282.203125, 0.002447, 0.003000
5120, 1024, 5, 174844.671875, 0.002439, 0.004000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174801.093750, 0.002440, 0.003000
5120, 1024, 5, 173950.109375, 0.002452, 0.003000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174835.484375, 0.002439, 0.004000
5120, 1024, 5, 173823.031250, 0.002454, 0.003000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174045.500000, 0.002450, 0.004000
5120, 1024, 5, 174138.750000, 0.002449, 0.004000
5120, 1024, 5, 174814.843750, 0.002440, 0.004000
5120, 1024, 5, 174675.093750, 0.002442, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174113.718750, 0.002449, 0.003000
5120, 1024, 5, 174193.359375, 0.002448, 0.004000
5120, 1024, 5, 174844.671875, 0.002439, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.003000
5120, 1024, 5, 174691.109375, 0.002441, 0.003000
5120, 1024, 5, 174691.109375, 0.002441, 0.004000
5120, 1024, 5, 173968.250000, 0.002451, 0.003000
5120, 1024, 5, 174227.531250, 0.002448, 0.004000
5120, 1024, 5, 174844.671875, 0.002439, 0.004000
5120, 1024, 5, 174984.703125, 0.002437, 0.004000
5120, 1024, 5, 174918.093750, 0.002438, 0.004000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174661.359375, 0.002442, 0.004000
5120, 1024, 5, 174966.312500, 0.002437, 0.003000
5120, 1024, 5, 174551.546875, 0.002443, 0.003000
5120, 1024, 5, 174702.562500, 0.002441, 0.004000
5120, 1024, 5, 174723.187500, 0.002441, 0.004000
5120, 1024, 5, 174688.828125, 0.002441, 0.004000
5120, 1024, 5, 174279.921875, 0.002447, 0.004000
5120, 1024, 5, 173872.921875, 0.002453, 0.004000
5120, 1024, 5, 174688.828125, 0.002441, 0.004000
5120, 1024, 5, 174652.218750, 0.002442, 0.004000
5120, 1024, 5, 174229.796875, 0.002448, 0.003000
5120, 1024, 5, 174159.234375, 0.002449, 0.004000
5120, 1024, 5, 174355.156250, 0.002446, 0.003000
5120, 1024, 5, 174938.765625, 0.002438, 0.004000
5120, 1024, 5, 174844.671875, 0.002439, 0.004000
5120, 1024, 5, 174279.921875, 0.002447, 0.004000
5120, 1024, 5, 174270.812500, 0.002447, 0.005000
5120, 1024, 5, 174860.718750, 0.002439, 0.004000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174259.421875, 0.002447, 0.003000
5120, 1024, 5, 174188.812500, 0.002448, 0.004000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174218.406250, 0.002448, 0.004000
5120, 1024, 5, 174718.593750, 0.002441, 0.004000
5120, 1024, 5, 174601.875000, 0.002443, 0.004000
5120, 1024, 5, 174576.687500, 0.002443, 0.003000
5120, 1024, 5, 174725.484375, 0.002441, 0.004000
5120, 1024, 5, 174289.046875, 0.002447, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174654.500000, 0.002442, 0.004000
5120, 1024, 5, 174156.937500, 0.002449, 0.004000
5120, 1024, 5, 174125.093750, 0.002449, 0.003000
5120, 1024, 5, 173968.250000, 0.002451, 0.005000
5120, 1024, 5, 174222.968750, 0.002448, 0.003000
5120, 1024, 5, 174396.234375, 0.002445, 0.003000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174959.437500, 0.002438, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174762.125000, 0.002440, 0.005000
5120, 1024, 5, 174355.156250, 0.002446, 0.004000
5120, 1024, 5, 174844.671875, 0.002439, 0.004000
5120, 1024, 5, 174830.921875, 0.002439, 0.004000
5120, 1024, 5, 174585.843750, 0.002443, 0.003000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174741.500000, 0.002441, 0.004000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174346.031250, 0.002446, 0.004000
5120, 1024, 5, 174238.906250, 0.002448, 0.003000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 175088.156250, 0.002436, 0.004000
5120, 1024, 5, 155171.390625, 0.002748, 0.004000
5120, 1024, 5, 174697.984375, 0.002441, 0.004000
5120, 1024, 5, 174695.703125, 0.002441, 0.003000
5120, 1024, 5, 173968.250000, 0.002451, 0.004000
5120, 1024, 5, 174785.046875, 0.002440, 0.004000
5120, 1024, 5, 174991.593750, 0.002437, 0.004000
5120, 1024, 5, 174359.718750, 0.002446, 0.005000
5120, 1024, 5, 174844.671875, 0.002439, 0.004000
5120, 1024, 5, 174649.890625, 0.002442, 0.005000
5120, 1024, 5, 175000.781250, 0.002437, 0.004000
5120, 1024, 5, 175097.359375, 0.002436, 0.004000
5120, 1024, 5, 174275.375000, 0.002447, 0.005000
5120, 1024, 5, 174865.312500, 0.002439, 0.004000
5120, 1024, 5, 174897.437500, 0.002438, 0.004000
5120, 1024, 5, 174991.593750, 0.002437, 0.005000
5120, 1024, 5, 174899.750000, 0.002438, 0.004000
5120, 1024, 5, 157280.968750, 0.002712, 0.004000
5120, 1024, 5, 174259.421875, 0.002447, 0.004000
5120, 1024, 5, 174261.687500, 0.002447, 0.005000
5120, 1024, 5, 175065.171875, 0.002436, 0.004000
5120, 1024, 5, 174723.187500, 0.002441, 0.004000
