size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 256, 20, 1164866.375000, 0.001030, 0.004000
5120, 256, 20, 1303230.750000, 0.000921, 0.003000
5120, 256, 20, 1356777.750000, 0.000885, 0.003000
5120, 256, 20, 1233345.125000, 0.000973, 0.004000
5120, 256, 20, 1202313.875000, 0.000998, 0.004000
5120, 256, 20, 1171963.000000, 0.001024, 0.004000
5120, 256, 20, 1269748.875000, 0.000945, 0.003000
5120, 256, 20, 1171267.875000, 0.001025, 0.003000
5120, 256, 20, 908725.562500, 0.001321, 0.003000
5120, 256, 20, 1378060.750000, 0.000871, 0.004000
5120, 256, 20, 1165228.125000, 0.001030, 0.004000
5120, 256, 20, 1279930.125000, 0.000938, 0.004000
5120, 256, 20, 1003643.812500, 0.001196, 0.003000
5120, 256, 20, 1181598.125000, 0.001016, 0.004000
5120, 256, 20, 1140118.875000, 0.001053, 0.004000
5120, 256, 20, 1295400.000000, 0.000927, 0.004000
5120, 256, 20, 1293523.875000, 0.000928, 0.004000
5120, 256, 20, 1161907.625000, 0.001033, 0.004000
5120, 256, 20, 1176889.875000, 0.001020, 0.004000
5120, 256, 20, 1153724.375000, 0.001040, 0.004000
5120, 256, 20, 1175267.625000, 0.001021, 0.004000
5120, 256, 20, 1175672.875000, 0.001021, 0.004000
5120, 256, 20, 1253624.000000, 0.000958, 0.004000
5120, 256, 20, 1231563.500000, 0.000975, 0.004000
5120, 256, 20, 1205327.250000, 0.000996, 0.004000
5120, 256, 20, 1275621.250000, 0.000941, 0.003000
5120, 256, 20, 1185931.250000, 0.001012, 0.003000
5120, 256, 20, 1163818.250000, 0.001031, 0.004000
5120, 256, 20, 1247786.000000, 0.000962, 0.004000
5120, 256, 20, 1255722.250000, 0.000956, 0.004000
5120, 256, 20, 1112725.250000, 0.001079, 0.004000
5120, 256, 20, 1179257.875000, 0.001018, 0.004000
5120, 256, 20, 1247288.125000, 0.000962, 0.004000
5120, 256, 20, 1238884.750000, 0.000969, 0.003000
5120, 256, 20, 1292009.125000, 0.000929, 0.003000
5120, 256, 20, 1192832.375000, 0.001006, 0.004000
5120, 256, 20, 1271255.000000, 0.000944, 0.003000
5120, 256, 20, 1123422.250000, 0.001069, 0.003000
5120, 256, 20, 1250489.750000, 0.000960, 0.004000
5120, 256, 20, 1250114.750000, 0.000960, 0.004000
5120, 256, 20, 1209251.500000, 0.000993, 0.003000
5120, 256, 20, 1239171.250000, 0.000969, 0.004000
5120, 256, 20, 1052885.125000, 0.001140, 0.005000
5120, 256, 20, 1275317.500000, 0.000941, 0.003000
5120, 256, 20, 1279624.500000, 0.000938, 0.004000
5120, 256, 20, 1179332.000000, 0.001018, 0.004000
5120, 256, 20, 949844.062500, 0.001264, 0.004000
5120, 256, 20, 1313774.125000, 0.000914, 0.003000
5120, 256, 20, 1112494.250000, 0.001079, 0.004000
5120, 256, 20, 1224847.875000, 0.000980, 0.003000
5120, 256, 20, 1226209.125000, 0.000979, 0.003000
5120, 256, 20, 1190296.500000, 0.001008, 0.004000
5120, 256, 20, 1280760.375000, 0.000937, 0.004000
5120, 256, 20, 1206994.875000, 0.000995, 0.004000
5120, 256, 20, 1243484.250000, 0.000965, 0.003000
5120, 256, 20, 1169916.250000, 0.001026, 0.004000
5120, 256, 20, 1126390.750000, 0.001066, 0.004000
5120, 256, 20, 1256984.625000, 0.000955, 0.004000
5120, 256, 20, 1193553.375000, 0.001006, 0.004000
5120, 256, 20, 1122044.500000, 0.001070, 0.004000
5120, 256, 20, 1216348.625000, 0.000987, 0.004000
5120, 256, 20, 1210773.625000, 0.000991, 0.003000
5120, 256, 20, 1228659.125000, 0.000977, 0.004000
5120, 256, 20, 1150716.125000, 0.001043, 0.004000
5120, 256, 20, 1203625.500000, 0.000997, 0.003000
5120, 256, 20, 1239171.250000, 0.000969, 0.003000
5120, 256, 20, 1164107.250000, 0.001031, 0.004000
5120, 256, 20, 1216033.125000, 0.000987, 0.004000
5120, 256, 20, 1296205.625000, 0.000926, 0.004000
5120, 256, 20, 1261126.000000, 0.000952, 0.003000
5120, 256, 20, 1142932.625000, 0.001050, 0.004000
5120, 256, 20, 1215836.125000, 0.000987, 0.004000
5120, 256, 20, 1249739.875000, 0.000961, 0.004000
5120, 256, 20, 1206645.500000, 0.000995, 0.004000
5120, 256, 20, 1193743.250000, 0.001006, 0.003000
5120, 256, 20, 1249739.875000, 0.000961, 0.004000
5120, 256, 20, 1214261.875000, 0.000989, 0.004000
5120, 256, 20, 1174605.125000, 0.001022, 0.004000
5120, 256, 20, 1221100.000000, 0.000983, 0.004000
5120, 256, 20, 1260066.875000, 0.000953, 0.004000
5120, 256, 20, 1271039.625000, 0.000944, 0.003000
