size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 64, 80, 388600.281250, 0.001139, 0.004000
5120, 64, 80, 429249.156250, 0.001031, 0.004000
5120, 64, 80, 442786.875000, 0.000999, 0.003000
5120, 64, 80, 446460.687500, 0.000991, 0.004000
5120, 64, 80, 433895.562500, 0.001020, 0.004000
5120, 64, 80, 431297.406250, 0.001026, 0.004000
5120, 64, 80, 452153.656250, 0.000979, 0.004000
5120, 64, 80, 418202.468750, 0.001058, 0.004000
5120, 64, 80, 411654.437500, 0.001075, 0.004000
5120, 64, 80, 446100.656250, 0.000992, 0.003000
5120, 64, 80, 421182.906250, 0.001051, 0.003000
5120, 64, 80, 389772.250000, 0.001135, 0.004000
5120, 64, 80, 426285.218750, 0.001038, 0.004000
5120, 64, 80, 448487.750000, 0.000987, 0.004000
5120, 64, 80, 441500.468750, 0.001002, 0.004000
5120, 64, 80, 425498.281250, 0.001040, 0.003000
5120, 64, 80, 437464.218750, 0.001012, 0.004000
5120, 64, 80, 406774.718750, 0.001088, 0.004000
5120, 64, 80, 415538.437500, 0.001065, 0.004000
5120, 64, 80, 411544.156250, 0.001075, 0.004000
5120, 64, 80, 440979.593750, 0.001004, 0.003000
5120, 64, 80, 432024.968750, 0.001024, 0.004000
5120, 64, 80, 409169.750000, 0.001082, 0.004000
5120, 64, 80, 425681.625000, 0.001040, 0.004000
5120, 64, 80, 432079.000000, 0.001024, 0.004000
5120, 64, 80, 421953.968750, 0.001049, 0.004000
5120, 64, 80, 454113.531250, 0.000974, 0.004000
5120, 64, 80, 429409.093750, 0.001031, 0.004000
5120, 64, 80, 483400.437500, 0.000915, 0.004000
5120, 64, 80, 428437.937500, 0.001033, 0.005000
5120, 64, 80, 452050.187500, 0.000979, 0.003000
5120, 64, 80, 459423.937500, 0.000963, 0.005000
5120, 64, 80, 429062.687500, 0.001031, 0.003000
5120, 64, 80, 416339.125000, 0.001063, 0.004000
5120, 64, 80, 441331.406250, 0.001003, 0.004000
5120, 64, 80, 404100.250000, 0.001095, 0.004000
5120, 64, 80, 435809.875000, 0.001015, 0.004000
5120, 64, 80, 443724.562500, 0.000997, 0.005000
