size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 256, 20, 1107992.375000, 0.001083, 0.003000
5120, 256, 20, 1125039.500000, 0.001067, 0.004000
5120, 256, 20, 1114311.750000, 0.001077, 0.004000
5120, 256, 20, 1088003.625000, 0.001103, 0.004000
5120, 256, 20, 1003241.187500, 0.001197, 0.004000
5120, 256, 20, 1043106.437500, 0.001151, 0.004000
5120, 256, 20, 1046744.812500, 0.001147, 0.004000
5120, 256, 20, 1007065.750000, 0.001192, 0.004000
5120, 256, 20, 1071256.625000, 0.001121, 0.004000
5120, 256, 20, 1079829.375000, 0.001112, 0.003000
5120, 256, 20, 1132033.375000, 0.001060, 0.003000
5120, 256, 20, 1044297.000000, 0.001149, 0.004000
5120, 256, 20, 1065687.250000, 0.001126, 0.004000
5120, 256, 20, 1107763.375000, 0.001084, 0.004000
5120, 256, 20, 1094894.875000, 0.001096, 0.003000
5120, 256, 20, 1031319.750000, 0.001164, 0.004000
5120, 256, 20, 1093076.250000, 0.001098, 0.004000
5120, 256, 20, 1083416.000000, 0.001108, 0.003000
5120, 256, 20, 1055670.500000, 0.001137, 0.004000
5120, 256, 20, 1056621.875000, 0.001136, 0.004000
5120, 256, 20, 1067567.625000, 0.001124, 0.004000
5120, 256, 20, 1073340.875000, 0.001118, 0.004000
5120, 256, 20, 1018937.750000, 0.001178, 0.004000
5120, 256, 20, 1052471.500000, 0.001141, 0.004000
5120, 256, 20, 1114311.750000, 0.001077, 0.003000
5120, 256, 20, 1091676.625000, 0.001100, 0.004000
5120, 256, 20, 1096783.625000, 0.001094, 0.004000
5120, 256, 20, 1045373.750000, 0.001148, 0.004000
5120, 256, 20, 1102262.500000, 0.001089, 0.004000
5120, 256, 20, 1079456.375000, 0.001112, 0.004000
5120, 256, 20, 1031773.562500, 0.001163, 0.004000
5120, 256, 20, 1078680.500000, 0.001113, 0.004000
5120, 256, 20, 1084763.000000, 0.001107, 0.004000
5120, 256, 20, 1071960.750000, 0.001120, 0.004000
5120, 256, 20, 1045811.000000, 0.001148, 0.004000
5120, 256, 20, 1122850.625000, 0.001069, 0.004000
5120, 256, 20, 588269.625000, 0.002041, 0.003000
5120, 256, 20, 1142410.500000, 0.001051, 0.004000
5120, 256, 20, 1093681.750000, 0.001098, 0.004000
5120, 256, 20, 1067233.500000, 0.001125, 0.004000
5120, 256, 20, 1047212.375000, 0.001146, 0.004000
5120, 256, 20, 1117032.750000, 0.001075, 0.003000
5120, 256, 20, 1089299.000000, 0.001102, 0.003000
5120, 256, 20, 1119265.750000, 0.001072, 0.004000
5120, 256, 20, 1052855.625000, 0.001140, 0.003000
5120, 256, 20, 1125005.750000, 0.001067, 0.003000
5120, 256, 20, 1036219.750000, 0.001158, 0.004000
5120, 256, 20, 1122581.750000, 0.001069, 0.004000
5120, 256, 20, 1100936.000000, 0.001090, 0.003000
5120, 256, 20, 1063602.375000, 0.001129, 0.004000
5120, 256, 20, 1032114.187500, 0.001163, 0.004000
5120, 256, 20, 1055373.375000, 0.001137, 0.004000
