size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 256, 20, 1192036.500000, 0.001007, 0.003000
5120, 256, 20, 1149305.750000, 0.001044, 0.004000
5120, 256, 20, 1189126.625000, 0.001009, 0.003000
5120, 256, 20, 848711.312500, 0.001414, 0.003000
5120, 256, 20, 1150328.000000, 0.001044, 0.004000
5120, 256, 20, 1092662.250000, 0.001099, 0.004000
5120, 256, 20, 1082259.375000, 0.001109, 0.003000
5120, 256, 20, 1057456.000000, 0.001135, 0.003000
5120, 256, 20, 1191884.875000, 0.001007, 0.004000
5120, 256, 20, 1218403.000000, 0.000985, 0.004000
5120, 256, 20, 1170792.500000, 0.001025, 0.003000
5120, 256, 20, 1031518.250000, 0.001164, 0.003000
5120, 256, 20, 1099419.500000, 0.001092, 0.005000
5120, 256, 20, 884554.625000, 0.001357, 0.004000
5120, 256, 20, 1075433.375000, 0.001116, 0.003000
5120, 256, 20, 1203818.625000, 0.000997, 0.004000
5120, 256, 20, 1160649.500000, 0.001034, 0.004000
5120, 256, 20, 1147021.500000, 0.001047, 0.004000
5120, 256, 20, 1118565.000000, 0.001073, 0.004000
5120, 256, 20, 1071134.250000, 0.001121, 0.005000
5120, 256, 20, 1115239.375000, 0.001076, 0.003000
5120, 256, 20, 1174678.750000, 0.001022, 0.004000
5120, 256, 20, 1127304.750000, 0.001065, 0.004000
5120, 256, 20, 1138043.500000, 0.001055, 0.004000
5120, 256, 20, 1179517.375000, 0.001018, 0.004000
5120, 256, 20, 1089552.250000, 0.001102, 0.003000
5120, 256, 20, 1158534.625000, 0.001036, 0.004000
5120, 256, 20, 1213162.250000, 0.000989, 0.003000
5120, 256, 20, 981506.312500, 0.001223, 0.005000
5120, 256, 20, 1149305.750000, 0.001044, 0.004000
5120, 256, 20, 1196713.875000, 0.001003, 0.004000
5120, 256, 20, 1181932.875000, 0.001016, 0.004000
5120, 256, 20, 1152908.750000, 0.001041, 0.005000
5120, 256, 20, 1119032.000000, 0.001073, 0.003000
5120, 256, 20, 1202429.500000, 0.000998, 0.004000
5120, 256, 20, 1105901.875000, 0.001085, 0.004000
5120, 256, 20, 1167222.375000, 0.001028, 0.004000
5120, 256, 20, 1181709.750000, 0.001016, 0.004000
5120, 256, 20, 1160900.875000, 0.001034, 0.004000
5120, 256, 20, 1172146.000000, 0.001024, 0.004000
5120, 256, 20, 1075464.125000, 0.001116, 0.004000
5120, 256, 20, 1089394.000000, 0.001102, 0.004000
5120, 256, 20, 1182082.000000, 0.001015, 0.004000
5120, 256, 20, 1139634.000000, 0.001053, 0.004000
5120, 256, 20, 1178665.000000, 0.001018, 0.003000
5120, 256, 20, 1163637.750000, 0.001032, 0.004000
5120, 256, 20, 1112494.250000, 0.001079, 0.004000
5120, 256, 20, 1213515.500000, 0.000989, 0.004000
5120, 256, 20, 1172256.000000, 0.001024, 0.004000
