size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 64, 80, 211460.890625, 0.002093, 0.004000
5120, 64, 80, 311719.406250, 0.001420, 0.004000
5120, 64, 80, 434399.875000, 0.001019, 0.003000
5120, 64, 80, 403534.281250, 0.001097, 0.003000
5120, 64, 80, 404159.343750, 0.001095, 0.004000
5120, 64, 80, 438741.093750, 0.001009, 0.004000
5120, 64, 80, 431822.687500, 0.001025, 0.004000
5120, 64, 80, 434727.593750, 0.001018, 0.004000
5120, 64, 80, 433963.625000, 0.001020, 0.004000
5120, 64, 80, 442829.406250, 0.000999, 0.004000
5120, 64, 80, 453949.562500, 0.000975, 0.003000
5120, 64, 80, 424518.687500, 0.001042, 0.003000
5120, 64, 80, 448298.718750, 0.000987, 0.004000
5120, 64, 80, 444723.437500, 0.000995, 0.003000
5120, 64, 80, 434127.156250, 0.001019, 0.004000
5120, 64, 80, 433175.250000, 0.001022, 0.004000
5120, 64, 80, 400287.125000, 0.001106, 0.004000
5120, 64, 80, 442503.531250, 0.001000, 0.004000
5120, 64, 80, 436511.468750, 0.001014, 0.003000
5120, 64, 80, 465689.625000, 0.000950, 0.003000
5120, 64, 80, 402301.656250, 0.001100, 0.003000
5120, 64, 80, 417975.000000, 0.001059, 0.004000
5120, 64, 80, 421208.531250, 0.001051, 0.004000
5120, 64, 80, 422883.000000, 0.001046, 0.004000
5120, 64, 80, 434154.375000, 0.001019, 0.004000
5120, 64, 80, 429569.125000, 0.001030, 0.004000
5120, 64, 80, 429076.000000, 0.001031, 0.004000
5120, 64, 80, 442022.593750, 0.001001, 0.004000
5120, 64, 80, 406547.531250, 0.001089, 0.003000
5120, 64, 80, 419026.156250, 0.001056, 0.004000
5120, 64, 80, 414740.875000, 0.001067, 0.004000
5120, 64, 80, 421516.718750, 0.001050, 0.005000
5120, 64, 80, 419572.812500, 0.001055, 0.004000
5120, 64, 80, 452035.406250, 0.000979, 0.004000
5120, 64, 80, 459943.437500, 0.000962, 0.003000
5120, 64, 80, 452050.187500, 0.000979, 0.004000
5120, 64, 80, 452405.125000, 0.000978, 0.003000
5120, 64, 80, 396477.031250, 0.001116, 0.004000
5120, 64, 80, 440768.781250, 0.001004, 0.004000
5120, 64, 80, 423064.125000, 0.001046, 0.004000
5120, 64, 80, 402383.593750, 0.001100, 0.004000
5120, 64, 80, 434031.781250, 0.001020, 0.004000
5120, 64, 80, 400449.375000, 0.001105, 0.003000
5120, 64, 80, 440067.468750, 0.001006, 0.003000
5120, 64, 80, 435576.562500, 0.001016, 0.004000
5120, 64, 80, 422714.937500, 0.001047, 0.004000
5120, 64, 80, 433895.562500, 0.001020, 0.004000
5120, 64, 80, 423777.187500, 0.001044, 0.004000
5120, 64, 80, 409242.437500, 0.001081, 0.003000
5120, 64, 80, 403887.812500, 0.001096, 0.004000
5120, 64, 80, 421760.937500, 0.001049, 0.004000
5120, 64, 80, 407038.093750, 0.001087, 0.004000
5120, 64, 80, 460832.406250, 0.000960, 0.003000
5120, 64, 80, 427233.437500, 0.001036, 0.004000
5120, 64, 80, 416276.437500, 0.001063, 0.004000
5120, 64, 80, 426943.281250, 0.001037, 0.003000
5120, 64, 80, 464610.093750, 0.000952, 0.003000
5120, 64, 80, 431943.968750, 0.001025, 0.003000
5120, 64, 80, 429582.531250, 0.001030, 0.004000
5120, 64, 80, 417394.656250, 0.001060, 0.004000
5120, 64, 80, 431822.687500, 0.001025, 0.003000
5120, 64, 80, 413154.843750, 0.001071, 0.004000
5120, 64, 80, 465689.625000, 0.000950, 0.004000
5120, 64, 80, 393509.937500, 0.001125, 0.004000
5120, 64, 80, 426679.812500, 0.001037, 0.004000
5120, 64, 80, 454965.125000, 0.000973, 0.004000
5120, 64, 80, 417545.906250, 0.001060, 0.004000
5120, 64, 80, 457206.312500, 0.000968, 0.003000
5120, 64, 80, 443696.062500, 0.000997, 0.004000
5120, 64, 80, 454397.062500, 0.000974, 0.004000
5120, 64, 80, 429076.000000, 0.001031, 0.004000
5120, 64, 80, 395750.875000, 0.001118, 0.004000
5120, 64, 80, 431378.125000, 0.001026, 0.003000
5120, 64, 80, 451872.968750, 0.000979, 0.003000
5120, 64, 80, 423128.812500, 0.001046, 0.004000
5120, 64, 80, 427934.156250, 0.001034, 0.005000
5120, 64, 80, 461170.500000, 0.000960, 0.004000
5120, 64, 80, 429155.875000, 0.001031, 0.004000
5120, 64, 80, 398464.781250, 0.001111, 0.003000
5120, 64, 80, 433026.031250, 0.001022, 0.004000
5120, 64, 80, 409970.312500, 0.001079, 0.004000
5120, 64, 80, 455234.687500, 0.000972, 0.003000
5120, 64, 80, 199077.515625, 0.002223, 0.003000
5120, 64, 80, 425236.625000, 0.001041, 0.004000
5120, 64, 80, 417861.312500, 0.001059, 0.003000
5120, 64, 80, 452316.343750, 0.000978, 0.003000
5120, 64, 80, 424518.687500, 0.001042, 0.004000
5120, 64, 80, 405403.375000, 0.001092, 0.004000
5120, 64, 80, 428026.875000, 0.001034, 0.004000
5120, 64, 80, 436828.593750, 0.001013, 0.004000
5120, 64, 80, 427035.562500, 0.001036, 0.004000
5120, 64, 80, 430438.250000, 0.001028, 0.004000
5120, 64, 80, 417067.343750, 0.001061, 0.004000
5120, 64, 80, 406320.531250, 0.001089, 0.003000
5120, 64, 80, 434604.656250, 0.001018, 0.004000
5120, 64, 80, 437464.218750, 0.001012, 0.004000
5120, 64, 80, 428730.125000, 0.001032, 0.004000
5120, 64, 80, 389190.875000, 0.001137, 0.003000
5120, 64, 80, 431297.406250, 0.001026, 0.004000
5120, 64, 80, 462141.406250, 0.000958, 0.004000
5120, 64, 80, 442446.875000, 0.001000, 0.004000
5120, 64, 80, 421067.500000, 0.001051, 0.004000
5120, 64, 80, 438240.593750, 0.001010, 0.004000
5120, 64, 80, 421709.500000, 0.001049, 0.005000
