size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 128, 40, 1295968.625000, 0.001108, 0.003000
5120, 128, 40, 1248346.250000, 0.001150, 0.003000
5120, 128, 40, 1275452.500000, 0.001126, 0.003000
5120, 128, 40, 1330787.125000, 0.001079, 0.003000
5120, 128, 40, 1253541.875000, 0.001146, 0.004000
5120, 128, 40, 1135144.500000, 0.001265, 0.004000
5120, 128, 40, 1224536.125000, 0.001173, 0.004000
5120, 128, 40, 1248797.750000, 0.001150, 0.004000
5120, 128, 40, 1356737.250000, 0.001058, 0.003000
5120, 128, 40, 1279051.500000, 0.001123, 0.003000
5120, 128, 40, 1304292.750000, 0.001101, 0.003000
5120, 128, 40, 1348461.500000, 0.001065, 0.004000
5120, 128, 40, 1228054.625000, 0.001169, 0.003000
5120, 128, 40, 1277231.375000, 0.001124, 0.004000
5120, 128, 40, 1328030.375000, 0.001081, 0.003000
5120, 128, 40, 1143328.875000, 0.001256, 0.004000
5120, 128, 40, 1309468.625000, 0.001097, 0.004000
5120, 128, 40, 1224402.500000, 0.001173, 0.005000
5120, 128, 40, 1169184.250000, 0.001228, 0.004000
5120, 128, 40, 1263281.125000, 0.001137, 0.003000
5120, 128, 40, 1325128.500000, 0.001084, 0.003000
5120, 128, 40, 1240719.000000, 0.001157, 0.003000
5120, 128, 40, 1277231.375000, 0.001124, 0.004000
5120, 128, 40, 1263708.125000, 0.001136, 0.004000
5120, 128, 40, 1305734.750000, 0.001100, 0.003000
5120, 128, 40, 1332802.750000, 0.001077, 0.003000
5120, 128, 40, 1389503.625000, 0.001034, 0.003000
5120, 128, 40, 1381249.625000, 0.001040, 0.003000
5120, 128, 40, 1228088.250000, 0.001169, 0.004000
5120, 128, 40, 1233116.250000, 0.001165, 0.004000
5120, 128, 40, 1319168.625000, 0.001089, 0.003000
5120, 128, 40, 1275815.250000, 0.001126, 0.003000
5120, 128, 40, 1333079.875000, 0.001077, 0.003000
5120, 128, 40, 1284249.000000, 0.001118, 0.004000
5120, 128, 40, 1250921.250000, 0.001148, 0.004000
5120, 128, 40, 1166722.250000, 0.001231, 0.004000
5120, 128, 40, 1310233.375000, 0.001096, 0.003000
5120, 128, 40, 1343415.750000, 0.001069, 0.003000
5120, 128, 40, 1322512.000000, 0.001086, 0.003000
5120, 128, 40, 1291493.125000, 0.001112, 0.004000
5120, 128, 40, 1263636.875000, 0.001136, 0.004000
5120, 128, 40, 1308208.875000, 0.001098, 0.004000
5120, 128, 40, 1310654.125000, 0.001096, 0.004000
5120, 128, 40, 1314300.750000, 0.001093, 0.003000
5120, 128, 40, 1361760.000000, 0.001055, 0.003000
5120, 128, 40, 1272342.750000, 0.001129, 0.004000
5120, 128, 40, 1258498.625000, 0.001141, 0.003000
5120, 128, 40, 1292981.375000, 0.001111, 0.003000
5120, 128, 40, 1288970.625000, 0.001114, 0.004000
5120, 128, 40, 1286679.250000, 0.001116, 0.004000
5120, 128, 40, 1284874.250000, 0.001118, 0.004000
5120, 128, 40, 1303345.750000, 0.001102, 0.004000
5120, 128, 40, 1303232.125000, 0.001102, 0.004000
5120, 128, 40, 1173771.375000, 0.001223, 0.004000
5120, 128, 40, 1267026.250000, 0.001133, 0.004000
5120, 128, 40, 1311496.875000, 0.001095, 0.004000
5120, 128, 40, 1410288.750000, 0.001018, 0.003000
5120, 128, 40, 1254242.500000, 0.001145, 0.004000
5120, 128, 40, 1288637.500000, 0.001114, 0.004000
5120, 128, 40, 1330747.500000, 0.001079, 0.004000
5120, 128, 40, 1197576.875000, 0.001199, 0.004000
5120, 128, 40, 1323018.875000, 0.001085, 0.003000
5120, 128, 40, 1293876.250000, 0.001110, 0.003000
5120, 128, 40, 1310960.500000, 0.001095, 0.003000
5120, 128, 40, 1310462.875000, 0.001096, 0.003000
5120, 128, 40, 1300513.000000, 0.001104, 0.004000
5120, 128, 40, 1369531.250000, 0.001049, 0.003000
5120, 128, 40, 1255400.500000, 0.001144, 0.004000
5120, 128, 40, 1328030.375000, 0.001081, 0.004000
5120, 128, 40, 1287934.750000, 0.001115, 0.004000
5120, 128, 40, 1301720.250000, 0.001103, 0.004000
5120, 128, 40, 1364202.250000, 0.001053, 0.003000
5120, 128, 40, 1225305.000000, 0.001172, 0.004000
5120, 128, 40, 1230040.625000, 0.001167, 0.004000
5120, 128, 40, 1243193.500000, 0.001155, 0.004000
5120, 128, 40, 1259240.125000, 0.001140, 0.004000
5120, 128, 40, 1288008.750000, 0.001115, 0.004000
5120, 128, 40, 1385770.750000, 0.001036, 0.004000
5120, 128, 40, 1283514.500000, 0.001119, 0.004000
5120, 128, 40, 1328030.375000, 0.001081, 0.004000
5120, 128, 40, 1338168.000000, 0.001073, 0.003000
5120, 128, 40, 1281718.125000, 0.001120, 0.005000
5120, 128, 40, 1299270.375000, 0.001105, 0.004000
5120, 128, 40, 1340726.500000, 0.001071, 0.004000
5120, 128, 40, 1236684.250000, 0.001161, 0.004000
5120, 128, 40, 1286605.500000, 0.001116, 0.004000
5120, 128, 40, 1284249.000000, 0.001118, 0.003000
5120, 128, 40, 1230108.125000, 0.001167, 0.004000
5120, 128, 40, 1262073.250000, 0.001138, 0.003000
5120, 128, 40, 1281901.375000, 0.001120, 0.003000
5120, 128, 40, 1241645.625000, 0.001157, 0.004000
5120, 128, 40, 1272595.250000, 0.001128, 0.004000
5120, 128, 40, 1277667.625000, 0.001124, 0.003000
5120, 128, 40, 1238869.250000, 0.001159, 0.003000
5120, 128, 40, 1284102.125000, 0.001118, 0.004000
5120, 128, 40, 1335937.125000, 0.001075, 0.004000
5120, 128, 40, 1365032.250000, 0.001052, 0.003000
5120, 128, 40, 1275960.500000, 0.001125, 0.004000
5120, 128, 40, 1300965.375000, 0.001104, 0.004000
5120, 128, 40, 1328777.375000, 0.001081, 0.004000
5120, 128, 40, 1346923.500000, 0.001066, 0.004000
5120, 128, 40, 1291344.375000, 0.001112, 0.004000
5120, 128, 40, 1134627.875000, 0.001266, 0.004000
5120, 128, 40, 1206884.750000, 0.001190, 0.004000
5120, 128, 40, 1276686.250000, 0.001125, 0.004000
5120, 128, 40, 1340726.500000, 0.001071, 0.003000
5120, 128, 40, 1297317.375000, 0.001107, 0.003000
5120, 128, 40, 1362462.875000, 0.001054, 0.003000
5120, 128, 40, 1133109.500000, 0.001267, 0.003000
5120, 128, 40, 1306038.750000, 0.001100, 0.004000
5120, 128, 40, 1264741.000000, 0.001135, 0.004000
5120, 128, 40, 1364243.875000, 0.001053, 0.005000
5120, 128, 40, 1223234.375000, 0.001174, 0.003000
5120, 128, 40, 1265703.875000, 0.001135, 0.005000
