size_of_array, thread_per_block, number_of_all_blocks, Mflops/s, elapsed_from_GPU, elapsed_from_CPU
5120, 64, 80, 364711.187500, 0.001213, 0.004000
5120, 64, 80, 391261.000000, 0.001131, 0.004000
5120, 64, 80, 416489.562500, 0.001063, 0.003000
5120, 64, 80, 398407.406250, 0.001111, 0.004000
5120, 64, 80, 390686.218750, 0.001133, 0.004000
5120, 64, 80, 386817.718750, 0.001144, 0.003000
5120, 64, 80, 388000.625000, 0.001141, 0.004000
5120, 64, 80, 397960.281250, 0.001112, 0.004000
5120, 64, 80, 389333.343750, 0.001137, 0.004000
5120, 64, 80, 387859.187500, 0.001141, 0.004000
5120, 64, 80, 390014.125000, 0.001135, 0.004000
5120, 64, 80, 401635.687500, 0.001102, 0.004000
5120, 64, 80, 380904.500000, 0.001162, 0.003000
5120, 64, 80, 383790.406250, 0.001153, 0.003000
5120, 64, 80, 386493.406250, 0.001145, 0.004000
5120, 64, 80, 413946.343750, 0.001069, 0.004000
5120, 64, 80, 391526.812500, 0.001130, 0.003000
5120, 64, 80, 379160.468750, 0.001167, 0.003000
5120, 64, 80, 374681.531250, 0.001181, 0.004000
5120, 64, 80, 389333.343750, 0.001137, 0.004000
5120, 64, 80, 413414.281250, 0.001070, 0.004000
5120, 64, 80, 390399.437500, 0.001134, 0.004000
5120, 64, 80, 386417.812500, 0.001145, 0.004000
5120, 64, 80, 384345.062500, 0.001151, 0.004000
5120, 64, 80, 421722.375000, 0.001049, 0.003000
5120, 64, 80, 391615.562500, 0.001130, 0.004000
5120, 64, 80, 390355.343750, 0.001134, 0.004000
5120, 64, 80, 399281.656250, 0.001108, 0.004000
5120, 64, 80, 418189.843750, 0.001058, 0.004000
5120, 64, 80, 408529.125000, 0.001083, 0.004000
5120, 64, 80, 411605.468750, 0.001075, 0.004000
5120, 64, 80, 418088.656250, 0.001058, 0.003000
5120, 64, 80, 432160.000000, 0.001024, 0.005000
5120, 64, 80, 416339.125000, 0.001063, 0.004000
5120, 64, 80, 368933.906250, 0.001199, 0.004000
5120, 64, 80, 387902.718750, 0.001141, 0.004000
5120, 64, 80, 431512.718750, 0.001026, 0.003000
5120, 64, 80, 405332.062500, 0.001092, 0.003000
5120, 64, 80, 402114.500000, 0.001101, 0.004000
5120, 64, 80, 406046.125000, 0.001090, 0.004000
5120, 64, 80, 412366.437500, 0.001073, 0.003000
5120, 64, 80, 403134.312500, 0.001098, 0.003000
5120, 64, 80, 402371.875000, 0.001100, 0.004000
5120, 64, 80, 384954.906250, 0.001150, 0.003000
5120, 64, 80, 402383.593750, 0.001100, 0.004000
5120, 64, 80, 380338.812500, 0.001164, 0.004000
5120, 64, 80, 378423.812500, 0.001169, 0.004000
5120, 64, 80, 393644.343750, 0.001124, 0.004000
5120, 64, 80, 364384.500000, 0.001214, 0.004000
5120, 64, 80, 399986.125000, 0.001106, 0.004000
5120, 64, 80, 410286.625000, 0.001079, 0.004000
5120, 64, 80, 369337.906250, 0.001198, 0.004000
5120, 64, 80, 383120.562500, 0.001155, 0.004000
5120, 64, 80, 391726.468750, 0.001130, 0.004000
5120, 64, 80, 426048.843750, 0.001039, 0.004000
5120, 64, 80, 383801.093750, 0.001153, 0.004000
5120, 64, 80, 395219.312500, 0.001120, 0.004000
5120, 64, 80, 389959.062500, 0.001135, 0.004000
5120, 64, 80, 402993.343750, 0.001098, 0.004000
5120, 64, 80, 417949.718750, 0.001059, 0.004000
5120, 64, 80, 412698.656250, 0.001072, 0.004000
5120, 64, 80, 388633.093750, 0.001139, 0.004000
5120, 64, 80, 387164.250000, 0.001143, 0.004000
5120, 64, 80, 414194.281250, 0.001068, 0.004000
5120, 64, 80, 398901.593750, 0.001109, 0.003000
5120, 64, 80, 396477.031250, 0.001116, 0.003000
5120, 64, 80, 381009.500000, 0.001161, 0.003000
5120, 64, 80, 437187.656250, 0.001012, 0.003000
5120, 64, 80, 379191.656250, 0.001167, 0.004000
